CustomerID,Age,Gender,Income,Tenure,Number_of_Products,Activity_Score,Churn
CUST_002387,37,Female,20000,6.0,1,60.5,Yes
CUST_002388,23,Female,20000,1.3,1,23.5,Yes
CUST_002389,24,Male,40771,3.0,2,31.9,No
CUST_002390,26,Female,20000,6.1,2,50.1,Yes
CUST_002391,20,Female,28879,1.2,1,98.9,Yes
CUST_002392,23,Male,35491,1.3,1,16.4,Yes
CUST_002393,35,Female,36586,4.8,1,55.7,No
CUST_002394,36,Male,20613,7.2,4,39.0,Yes
CUST_002395,24,Male,20000,3.6,1,60.9,Yes
CUST_002396,39,Female,20000,3.9,1,15.0,Yes
CUST_002397,42,Male,20000,1.5,1,49.5,Yes
CUST_002398,44,Female,36943,4.9,7,100.0,No
CUST_002399,46,Male,35847,5.7,8,62.5,No
CUST_002400,30,Male,27958,1.9,2,48.7,Yes
CUST_002401,28,Female,20000,6.0,2,73.9,Yes
CUST_002402,32,Female,20561,3.8,3,60.4,Yes
CUST_002403,36,Male,31985,6.0,6,100.0,No
CUST_002404,43,Female,47358,6.3,4,33.6,No
CUST_002405,21,Male,23275,0.8,2,46.8,Yes
CUST_002406,37,Female,25967,10.8,3,87.3,No
CUST_002407,31,Female,20000,6.7,3,33.4,Yes
CUST_002408,32,Male,27148,2.8,3,5.9,Yes
CUST_002409,32,Female,20000,4.9,2,94.2,Yes
CUST_002410,27,Male,20000,1.9,1,86.6,Yes
CUST_002411,35,Female,20000,3.3,1,72.2,Yes
CUST_002412,37,Female,20000,5.7,1,54.0,Yes
CUST_002413,36,Male,27466,7.9,1,97.2,No
CUST_002414,29,Female,20000,4.1,1,44.2,Yes
CUST_002415,30,Male,20000,5.9,2,18.4,Yes
CUST_002416,20,Male,38121,1.0,1,32.4,Yes
CUST_002417,26,Male,20000,3.7,1,67.3,Yes
CUST_002418,22,Male,25368,1.4,4,77.6,No
CUST_002419,43,Female,32722,7.9,5,82.3,No
CUST_002420,28,Male,20000,4.6,3,36.8,Yes
CUST_002421,35,Female,31566,6.1,3,100.0,No
CUST_002422,33,Female,20651,6.8,4,43.3,No
CUST_002423,32,Female,33437,2.8,5,77.3,No
CUST_002424,24,Female,20000,2.0,3,53.4,Yes
CUST_002425,29,Male,56076,2.6,5,49.3,No
CUST_002426,47,Female,52871,2.6,5,77.5,No
CUST_002427,42,Female,20000,10.9,5,82.6,Yes
CUST_002428,50,Female,47502,5.8,4,62.0,No
CUST_002429,52,Female,20137,10.7,5,100.0,No
CUST_002430,32,Male,45984,2.8,4,16.1,No
CUST_002431,42,Female,40854,6.3,4,20.6,No
CUST_002432,30,Female,20000,3.0,1,63.9,Yes
CUST_002433,34,Female,30539,2.9,4,54.4,Yes
CUST_002434,35,Female,20000,4.7,3,46.4,Yes
CUST_002435,42,Female,32284,6.9,1,98.0,No
CUST_002436,46,Female,26145,13.0,5,100.0,No
CUST_002437,33,Female,20000,7.4,7,98.9,Yes
CUST_002438,35,Female,20000,10.6,4,77.6,No
CUST_002439,32,Female,25206,8.5,5,100.0,No
CUST_002440,35,Male,29167,1.1,3,41.7,Yes
CUST_002441,34,Female,21169,8.4,2,10.3,Yes
CUST_002442,40,Male,20000,9.1,2,76.4,Yes
CUST_002443,26,Male,20000,6.3,1,64.7,Yes
CUST_002444,28,Female,20000,7.5,2,67.6,Yes
CUST_002445,45,Male,36600,5.4,2,93.0,No
CUST_002446,38,Male,20000,4.3,3,33.0,Yes
CUST_002447,30,Male,35449,5.1,5,100.0,No
CUST_002448,54,Female,26295,8.7,4,26.1,Yes
CUST_002449,20,Female,25731,0.5,3,45.8,Yes
CUST_002450,33,Female,30928,9.7,7,100.0,No
CUST_002451,33,Female,24057,11.0,7,100.0,No
CUST_002452,45,Male,20842,1.9,2,31.0,Yes
CUST_002453,30,Male,38294,3.4,1,71.0,No
CUST_002454,33,Female,20000,1.4,4,21.6,Yes
CUST_002455,35,Male,44341,3.5,6,27.5,No
CUST_002456,25,Male,20000,3.4,1,65.6,Yes
CUST_002457,36,Female,20000,4.1,2,17.6,Yes
CUST_002458,34,Female,46857,6.5,1,83.9,No
CUST_002459,47,Female,78569,0.9,4,49.5,No
CUST_002460,60,Male,31361,3.1,2,76.2,No
CUST_002461,47,Male,20000,1.9,4,98.2,Yes
CUST_002462,32,Female,34432,2.0,3,81.9,No
CUST_002463,24,Female,20304,2.6,3,36.4,Yes
CUST_002464,28,Male,20000,4.0,1,54.1,Yes
CUST_002465,28,Male,24085,5.5,3,88.6,No
CUST_002466,24,Female,20000,3.4,3,100.0,Yes
CUST_002467,46,Female,28168,9.0,4,61.3,Yes
CUST_002468,42,Male,20000,3.1,2,87.5,Yes
CUST_002469,33,Female,20000,8.7,6,100.0,No
CUST_002470,32,Female,20000,4.0,1,24.8,Yes
CUST_002471,40,Male,20000,9.5,2,100.0,No
CUST_002472,36,Female,30007,9.0,1,100.0,No
CUST_002473,31,Male,41647,4.0,8,100.0,No
CUST_002474,31,Female,45421,6.6,3,96.8,No
CUST_002475,45,Female,20000,7.5,2,100.0,Yes
CUST_002476,27,Female,20000,1.1,1,97.3,Yes
CUST_002477,45,Female,20000,2.9,1,67.5,Yes
CUST_002478,38,Female,22556,3.0,3,16.4,Yes
CUST_002479,53,Male,54843,7.4,7,68.7,No
CUST_002480,31,Female,24113,2.9,3,67.3,Yes
CUST_002481,24,Male,31952,0.5,2,64.4,Yes
CUST_002482,37,Female,71210,6.0,5,40.6,No
CUST_002483,26,Female,20000,4.0,2,100.0,No
CUST_002484,26,Female,20000,1.5,4,43.7,Yes
CUST_002485,51,Male,35462,8.1,3,77.9,No
CUST_002486,46,Female,29193,6.3,2,79.2,No
CUST_002487,33,Female,38326,8.0,1,100.0,No
CUST_002488,35,Male,20000,10.4,5,85.5,Yes
CUST_002489,35,Female,25636,1.7,3,29.2,Yes
CUST_002490,40,Female,20000,6.2,2,70.6,Yes
CUST_002491,31,Female,37868,3.5,3,93.5,No
CUST_002492,18,Male,20000,0.1,2,48.1,Yes
CUST_002493,23,Female,41328,4.1,1,32.6,No
CUST_002494,28,Male,43710,1.7,1,43.8,No
CUST_002495,31,Male,20000,4.3,2,28.3,Yes
CUST_002496,41,Male,53468,2.8,2,72.8,No
CUST_002497,47,Female,41050,3.9,3,29.7,No
CUST_002498,28,Male,20000,6.5,2,47.2,Yes
CUST_002499,34,Female,34885,6.9,7,32.0,No
CUST_002500,41,Female,20000,10.0,2,91.4,Yes
CUST_002501,28,Female,42630,4.1,5,89.1,No
CUST_002502,46,Male,26849,2.5,3,100.0,No
CUST_002503,22,Female,31589,2.4,3,57.0,No
CUST_002504,33,Female,20000,12.3,4,97.9,No
CUST_002505,33,Male,26118,8.4,2,56.6,No
CUST_002506,41,Female,38075,10.2,3,86.1,No
CUST_002507,24,Female,24149,1.0,4,21.2,Yes
CUST_002508,46,Male,33830,3.6,6,84.0,No
CUST_002509,42,Male,20000,4.2,1,51.5,Yes
CUST_002510,33,Female,26418,1.1,3,5.1,Yes
CUST_002511,31,Female,20000,1.8,2,46.6,Yes
CUST_002512,40,Male,24007,10.7,6,100.0,No
CUST_002513,43,Female,20000,9.2,1,67.9,Yes
CUST_002514,44,Female,22668,8.8,5,100.0,Yes
CUST_002515,28,Male,20000,6.8,2,30.5,Yes
CUST_002516,27,Female,21650,2.4,4,100.0,No
CUST_002517,27,Female,20247,1.0,1,12.6,Yes
CUST_002518,45,Female,20000,1.5,1,41.6,Yes
CUST_002519,33,Female,26908,5.7,2,42.1,No
CUST_002520,25,Male,31625,4.1,4,45.5,Yes
CUST_002521,41,Female,28623,5.8,2,100.0,No
CUST_002522,42,Female,36540,3.2,2,100.0,No
CUST_002523,31,Male,20000,3.8,1,50.9,Yes
CUST_002524,23,Female,20000,1.9,3,97.3,Yes
CUST_002525,63,Male,30402,4.1,3,65.1,No
CUST_002526,32,Female,24168,1.5,3,91.1,Yes
CUST_002527,40,Male,20000,6.2,3,97.0,Yes
CUST_002528,32,Female,20000,3.5,3,100.0,Yes
CUST_002529,27,Female,35267,2.5,3,20.3,Yes
CUST_002530,38,Female,20000,4.0,3,5.8,Yes
CUST_002531,25,Male,20000,1.8,1,58.2,Yes
CUST_002532,41,Male,23820,8.8,5,100.0,No
CUST_002533,54,Male,20000,12.4,6,100.0,Yes
CUST_002534,30,Female,48537,6.6,4,59.6,No
CUST_002535,29,Female,21467,5.9,1,29.8,Yes
CUST_002536,26,Male,20000,2.8,1,14.1,Yes
CUST_002537,29,Male,30157,8.5,1,71.6,No
CUST_002538,31,Male,20000,2.7,2,50.8,Yes
CUST_002539,46,Female,26312,2.9,3,76.8,No
CUST_002540,38,Female,48116,11.3,2,48.9,No
CUST_002541,44,Female,20000,8.6,2,33.5,Yes
CUST_002542,30,Female,39002,8.6,4,100.0,No
CUST_002543,37,Male,20000,6.3,2,91.9,No
CUST_002544,36,Male,24158,2.8,4,100.0,No
CUST_002545,20,Female,23068,0.6,3,62.3,Yes
CUST_002546,20,Female,20000,0.3,2,81.5,Yes
CUST_002547,21,Female,20000,1.9,2,42.4,Yes
CUST_002548,32,Male,28180,5.1,2,62.9,No
CUST_002549,43,Male,43606,8.1,6,94.9,No
CUST_002550,26,Female,28928,4.7,3,58.5,Yes
CUST_002551,23,Male,27622,2.4,2,39.9,Yes
CUST_002552,28,Female,20000,1.9,5,100.0,Yes
CUST_002553,33,Female,32007,4.7,3,88.8,No
CUST_002554,26,Male,25292,0.6,1,71.9,Yes
CUST_002555,24,Male,31874,0.6,1,38.8,Yes
CUST_002556,24,Male,21752,2.1,1,45.9,Yes
CUST_002557,60,Female,38589,7.8,3,76.9,No
CUST_002558,23,Female,20000,3.5,1,46.7,Yes
CUST_002559,39,Female,33991,5.9,2,68.5,No
CUST_002560,59,Female,20000,7.7,1,69.3,Yes
CUST_002561,45,Female,21427,1.7,4,95.1,Yes
CUST_002562,24,Female,20000,3.5,2,48.8,Yes
CUST_002563,53,Female,156365,4.9,3,58.0,No
CUST_002564,23,Female,28381,2.7,2,61.2,Yes
CUST_002565,28,Male,20000,6.9,1,28.1,Yes
CUST_002566,31,Male,20000,5.9,1,21.1,Yes
CUST_002567,24,Male,20000,2.1,1,29.9,Yes
CUST_002568,36,Female,20000,8.3,5,100.0,No
CUST_002569,27,Female,20000,5.2,6,100.0,Yes
CUST_002570,59,Female,20000,2.7,5,84.5,No
CUST_002571,30,Female,20000,5.3,5,47.1,Yes
CUST_002572,42,Female,37443,6.2,8,100.0,No
CUST_002573,53,Female,24525,8.2,2,100.0,Yes
CUST_002574,39,Male,34290,6.7,4,100.0,No
CUST_002575,58,Male,20000,4.0,3,32.6,Yes
CUST_002576,45,Female,20920,5.6,4,51.9,Yes
CUST_002577,37,Male,20000,3.3,2,91.8,Yes
CUST_002578,32,Female,28033,1.0,2,48.4,Yes
CUST_002579,22,Male,20000,1.7,1,65.4,Yes
CUST_002580,33,Male,55055,5.8,3,2.7,No
CUST_002581,26,Male,20000,3.2,1,89.6,Yes
CUST_002582,48,Female,20000,7.1,3,100.0,No
CUST_002583,26,Female,24527,3.6,2,51.8,Yes
CUST_002584,35,Female,21177,9.4,1,51.0,Yes
CUST_002585,42,Female,31716,5.2,3,82.4,No
CUST_002586,25,Male,20289,5.3,3,88.7,Yes
CUST_002587,36,Male,21762,8.6,4,90.2,No
CUST_002588,29,Male,20000,4.3,2,100.0,Yes
CUST_002589,40,Female,21173,7.5,2,82.6,Yes
CUST_002590,23,Male,20000,1.5,1,69.9,Yes
CUST_002591,58,Female,51312,8.4,3,85.9,No
CUST_002592,37,Female,44466,4.2,1,63.6,No
CUST_002593,54,Male,43645,7.0,8,100.0,No
CUST_002594,45,Female,20147,9.0,6,100.0,No
CUST_002595,28,Female,20000,4.7,2,100.0,Yes
CUST_002596,43,Female,31944,7.2,2,19.7,No
CUST_002597,51,Male,20000,9.4,2,48.5,No
CUST_002598,47,Male,45493,8.2,8,100.0,No
CUST_002599,37,Female,20000,11.6,3,100.0,No
CUST_002600,27,Male,20000,4.8,4,33.1,Yes
CUST_002601,41,Male,20000,8.6,2,100.0,Yes
CUST_002602,40,Male,45196,6.1,4,96.0,No
CUST_002603,30,Female,37674,3.2,2,68.1,No
CUST_002604,24,Male,27455,2.2,3,81.8,Yes
CUST_002605,38,Male,61992,2.8,1,63.8,No
CUST_002606,26,Female,21251,4.6,1,15.9,Yes
CUST_002607,30,Female,30200,8.5,7,100.0,No
CUST_002608,42,Female,20000,12.2,3,13.0,Yes
CUST_002609,25,Female,20000,3.9,1,100.0,No
CUST_002610,23,Female,21643,2.3,1,25.3,Yes
CUST_002611,21,Female,20000,1.4,1,11.2,Yes
CUST_002612,39,Female,27280,8.9,4,100.0,No
CUST_002613,40,Female,20000,9.2,2,95.6,No
CUST_002614,31,Female,28567,3.0,1,40.0,Yes
CUST_002615,45,Male,20382,4.9,5,55.3,Yes
CUST_002616,32,Male,20000,2.0,1,19.6,Yes
CUST_002617,32,Female,32581,3.1,5,57.7,Yes
CUST_002618,31,Female,46252,5.2,1,10.6,No
CUST_002619,21,Female,31306,1.9,1,39.4,Yes
CUST_002620,28,Female,20000,6.9,3,100.0,Yes
CUST_002621,21,Female,27994,0.4,1,47.3,Yes
CUST_002622,29,Male,20000,2.6,1,36.5,Yes
CUST_002623,42,Female,43392,7.5,6,47.2,No
CUST_002624,20,Male,22141,0.6,3,100.0,Yes
CUST_002625,28,Male,20000,1.7,1,68.1,Yes
CUST_002626,28,Female,20000,3.2,4,43.0,Yes
CUST_002627,41,Female,20000,2.3,1,94.0,Yes
CUST_002628,26,Female,20000,1.3,2,93.2,Yes
CUST_002629,44,Female,21344,5.4,2,8.5,Yes
CUST_002630,27,Female,24505,3.4,2,94.5,Yes
CUST_002631,45,Male,39886,5.9,5,61.3,No
CUST_002632,43,Male,20000,1.9,1,80.0,Yes
CUST_002633,34,Male,42005,7.4,3,100.0,No
CUST_002634,31,Female,20000,3.1,2,55.9,Yes
CUST_002635,23,Female,20000,1.4,3,66.9,Yes
CUST_002636,34,Female,63790,2.6,2,75.5,No
CUST_002637,45,Female,20000,12.3,8,100.0,Yes
CUST_002638,24,Female,38706,5.3,1,100.0,No
CUST_002639,45,Male,25003,3.1,2,12.2,Yes
CUST_002640,48,Female,25086,6.3,1,89.3,No
CUST_002641,26,Male,33752,2.5,3,62.5,No
CUST_002642,34,Male,34091,3.2,3,79.2,No
CUST_002643,56,Female,54067,6.0,6,100.0,No
CUST_002644,28,Male,20000,0.6,1,35.2,Yes
CUST_002645,44,Female,26971,1.2,3,100.0,No
CUST_002646,26,Female,20000,2.5,2,45.2,Yes
CUST_002647,32,Male,20000,0.6,2,57.1,Yes
CUST_002648,27,Female,23268,3.6,1,78.5,Yes
CUST_002649,32,Male,20689,2.9,1,42.7,Yes
CUST_002650,41,Male,20000,5.4,4,57.9,Yes
CUST_002651,34,Male,39891,5.7,4,6.8,No
CUST_002652,34,Male,24668,9.3,4,26.6,Yes
CUST_002653,26,Female,20000,2.8,1,100.0,Yes
CUST_002654,52,Female,31731,8.2,5,100.0,No
CUST_002655,51,Female,20507,2.0,1,64.8,Yes
CUST_002656,40,Female,26797,6.2,8,100.0,No
CUST_002657,59,Female,56854,5.9,3,87.4,No
CUST_002658,42,Male,30112,7.4,8,90.1,No
CUST_002659,19,Female,20000,0.3,1,74.4,Yes
CUST_002660,23,Male,20000,3.4,2,83.8,Yes
CUST_002661,28,Male,20000,5.2,3,90.4,Yes
CUST_002662,41,Female,36694,7.4,6,96.4,No
CUST_002663,22,Female,20000,1.2,1,41.0,Yes
CUST_002664,35,Female,30597,7.8,4,100.0,Yes
CUST_002665,43,Female,21642,10.4,4,100.0,No
CUST_002666,29,Female,20000,4.8,1,35.3,Yes
CUST_002667,36,Female,31500,4.5,2,10.8,No
CUST_002668,39,Male,20000,7.5,4,49.7,Yes
CUST_002669,40,Female,20000,5.3,6,100.0,No
CUST_002670,31,Male,20000,7.7,2,100.0,Yes
CUST_002671,45,Male,20000,6.4,3,79.1,Yes
CUST_002672,30,Female,34470,2.8,5,100.0,No
CUST_002673,35,Female,39054,12.1,3,56.2,No
CUST_002674,33,Male,39155,10.1,5,36.6,No
CUST_002675,32,Male,38842,8.5,3,49.8,No
CUST_002676,37,Female,20000,5.8,3,37.2,Yes
CUST_002677,49,Female,36557,5.7,2,87.3,No
CUST_002678,21,Female,33932,1.8,6,100.0,No
CUST_002679,32,Female,20000,1.9,2,100.0,Yes
CUST_002680,24,Female,22811,2.3,1,74.9,Yes
CUST_002681,21,Female,20000,1.5,3,76.9,Yes
CUST_002682,27,Male,20000,2.3,4,34.5,Yes
CUST_002683,51,Female,31364,3.4,2,64.3,No
CUST_002684,37,Female,20000,10.7,2,100.0,Yes
CUST_002685,30,Female,37257,7.9,6,100.0,No
CUST_002686,28,Male,20000,2.9,3,100.0,Yes
CUST_002687,39,Female,28303,1.9,2,72.0,No
CUST_002688,34,Male,24229,1.2,1,32.5,Yes
CUST_002689,31,Female,20000,5.8,2,50.1,Yes
CUST_002690,23,Female,20000,4.6,2,94.7,No
CUST_002691,26,Female,25281,3.2,3,69.4,No
CUST_002692,49,Male,43726,2.3,4,10.9,No
CUST_002693,36,Female,23565,7.6,5,53.7,No
CUST_002694,26,Male,33263,2.3,2,100.0,No
CUST_002695,38,Male,31121,5.4,4,100.0,No
CUST_002696,45,Male,33697,7.6,7,100.0,No
CUST_002697,28,Female,29365,1.1,3,74.7,Yes
CUST_002698,32,Male,20000,11.1,4,71.5,Yes
CUST_002699,33,Female,20000,6.4,1,62.4,Yes
CUST_002700,25,Female,45870,3.3,2,45.1,No
CUST_002701,37,Female,34607,3.7,2,69.7,No
CUST_002702,26,Male,20433,1.0,1,49.2,Yes
CUST_002703,22,Female,27589,1.5,4,74.7,No
CUST_002704,26,Female,25793,2.6,2,17.3,Yes
CUST_002705,36,Female,20000,9.1,5,78.4,No
CUST_002706,26,Female,20000,1.3,3,58.6,Yes
CUST_002707,32,Female,43609,9.2,5,72.2,No
CUST_002708,34,Female,22846,1.2,3,29.3,Yes
CUST_002709,23,Female,24712,2.6,1,41.9,Yes
CUST_002710,60,Female,53753,2.3,3,100.0,No
CUST_002711,30,Male,21935,1.2,1,26.4,Yes
CUST_002712,44,Female,20000,6.6,3,100.0,Yes
CUST_002713,32,Female,23776,5.1,3,46.4,Yes
CUST_002714,43,Female,20000,13.5,8,2.0,Yes
CUST_002715,41,Male,20000,5.3,1,69.6,Yes
CUST_002716,34,Female,34226,7.6,4,100.0,No
CUST_002717,22,Female,20000,0.8,3,54.4,Yes
CUST_002718,52,Female,20000,7.0,5,100.0,Yes
CUST_002719,26,Male,24003,3.0,1,50.3,Yes
CUST_002720,23,Female,23396,0.4,4,76.2,No
CUST_002721,42,Female,65429,9.2,6,100.0,No
CUST_002722,36,Female,23299,10.7,3,100.0,No
CUST_002723,32,Female,38315,5.2,4,57.9,No
CUST_002724,28,Female,29824,8.0,1,100.0,No
CUST_002725,49,Male,20000,6.2,2,57.5,Yes
CUST_002726,24,Female,24643,2.4,1,38.6,Yes
CUST_002727,35,Male,21302,5.1,3,37.7,Yes
CUST_002728,23,Female,20000,1.3,1,34.2,Yes
CUST_002729,41,Female,20000,8.1,3,42.6,Yes
CUST_002730,59,Female,20506,6.3,4,100.0,No
CUST_002731,39,Female,23892,11.6,4,100.0,No
CUST_002732,26,Male,21095,0.6,1,22.5,Yes
CUST_002733,43,Female,20000,7.8,3,94.1,No
CUST_002734,29,Male,20000,1.9,2,72.1,Yes
CUST_002735,27,Male,20000,3.6,1,94.7,Yes
CUST_002736,32,Female,20000,5.0,2,54.1,Yes
CUST_002737,22,Male,20000,0.2,1,77.6,Yes
CUST_002738,52,Female,61987,2.5,8,64.2,No
CUST_002739,34,Female,31440,11.1,3,95.3,No
CUST_002740,35,Male,20000,5.3,2,43.0,Yes
CUST_002741,50,Female,59262,8.8,6,100.0,No
CUST_002742,50,Female,26410,6.2,2,31.4,Yes
CUST_002743,29,Male,20000,3.3,1,22.1,Yes
CUST_002744,35,Male,22232,1.8,3,51.3,Yes
CUST_002745,26,Female,34603,6.5,4,100.0,No
CUST_002746,46,Male,20000,8.6,3,100.0,Yes
CUST_002747,52,Female,20000,8.6,3,100.0,Yes
CUST_002748,21,Male,49456,0.7,2,19.4,No
CUST_002749,53,Female,31420,8.4,4,100.0,No
CUST_002750,25,Male,20000,0.6,2,49.6,Yes
CUST_002751,30,Female,20887,1.0,2,93.9,No
CUST_002752,23,Male,23628,2.1,2,83.5,Yes
CUST_002753,38,Male,21595,3.2,2,61.7,Yes
CUST_002754,25,Female,41094,1.7,2,98.6,No
CUST_002755,31,Female,23374,3.3,4,100.0,Yes
CUST_002756,31,Male,31001,3.4,6,100.0,No
CUST_002757,20,Male,20667,0.3,1,43.0,Yes
CUST_002758,38,Female,23348,12.0,4,40.5,Yes
CUST_002759,19,Female,30636,0.3,1,56.6,No
CUST_002760,30,Male,34785,3.6,3,100.0,No
CUST_002761,43,Female,20000,2.7,1,89.1,Yes
CUST_002762,44,Female,24869,5.4,3,87.8,No
CUST_002763,30,Male,61380,9.9,8,100.0,No
CUST_002764,24,Female,20000,2.1,1,54.1,Yes
CUST_002765,37,Female,29575,10.6,8,100.0,No
CUST_002766,39,Female,44793,6.1,4,100.0,No
CUST_002767,42,Male,20000,4.4,2,40.3,Yes
CUST_002768,33,Female,20000,0.6,1,59.2,Yes
CUST_002769,44,Male,20000,5.3,2,67.1,No
CUST_002770,31,Male,23439,5.2,3,100.0,No
CUST_002771,30,Female,26699,2.7,4,44.8,Yes
CUST_002772,30,Male,30385,3.7,1,39.7,Yes
CUST_002773,37,Female,51768,3.0,3,28.5,No
CUST_002774,33,Male,23419,3.8,3,100.0,No
CUST_002775,50,Female,20000,3.0,1,66.9,Yes
CUST_002776,48,Male,20000,5.7,4,79.0,Yes
CUST_002777,35,Female,20000,2.7,3,67.5,Yes
CUST_002778,21,Female,22237,2.0,2,86.6,Yes
CUST_002779,52,Male,87015,6.9,8,45.5,No
CUST_002780,41,Female,23584,2.9,4,83.0,Yes
CUST_002781,22,Male,40281,0.8,1,100.0,No
CUST_002782,43,Female,23510,4.2,2,34.9,Yes
CUST_002783,21,Female,20000,1.8,3,100.0,Yes
CUST_002784,22,Male,20000,2.1,1,46.9,Yes
CUST_002785,31,Female,20000,2.1,1,75.2,Yes
CUST_002786,67,Male,28387,11.2,4,30.0,No
CUST_002787,26,Female,25898,2.4,1,17.5,Yes
CUST_002788,52,Female,20000,4.8,4,84.3,Yes
CUST_002789,43,Male,36957,4.3,4,100.0,No
CUST_002790,26,Female,35695,2.8,1,42.2,No
CUST_002791,37,Female,20660,6.1,4,83.6,Yes
CUST_002792,53,Male,42876,3.5,5,61.5,No
CUST_002793,40,Female,20000,4.1,1,51.7,Yes
CUST_002794,23,Female,20000,1.1,2,46.1,Yes
CUST_002795,21,Male,30396,0.6,4,100.0,No
CUST_002796,44,Male,20334,4.8,1,41.4,Yes
CUST_002797,27,Female,64303,2.8,4,74.4,No
CUST_002798,33,Female,21658,8.4,5,100.0,No
CUST_002799,29,Male,20000,5.2,1,56.1,Yes
CUST_002800,30,Female,51192,5.0,4,94.6,No
CUST_002801,30,Female,30573,5.8,3,84.1,No
CUST_002802,26,Male,45869,5.2,4,100.0,No
CUST_002803,40,Female,20000,8.6,8,100.0,No
CUST_002804,43,Female,29865,7.4,2,75.5,No
CUST_002805,27,Male,20000,1.0,1,78.8,Yes
CUST_002806,27,Male,20000,2.1,3,47.8,Yes
CUST_002807,47,Male,37355,5.5,1,47.6,No
CUST_002808,26,Female,20000,4.3,1,69.8,Yes
CUST_002809,40,Female,20000,7.7,2,33.2,Yes
CUST_002810,50,Male,20000,3.9,3,100.0,Yes
CUST_002811,24,Female,22685,0.8,3,52.0,Yes
CUST_002812,28,Male,22289,3.8,4,42.9,Yes
CUST_002813,28,Female,20000,1.4,1,41.6,Yes
CUST_002814,31,Male,20000,4.5,3,92.6,Yes
CUST_002815,35,Female,33922,5.8,2,93.8,No
CUST_002816,28,Female,20000,1.6,4,76.9,Yes
CUST_002817,38,Female,32612,8.4,7,63.4,No
CUST_002818,41,Male,30852,10.3,1,27.6,No
CUST_002819,66,Female,20000,5.7,2,93.5,No
CUST_002820,48,Male,20000,4.5,2,86.3,Yes
CUST_002821,40,Female,32519,8.7,4,100.0,No
CUST_002822,33,Female,20000,7.1,2,94.2,Yes
CUST_002823,31,Male,48856,2.6,7,100.0,No
CUST_002824,46,Female,73677,8.3,6,100.0,No
CUST_002825,30,Female,27265,2.9,3,45.7,No
CUST_002826,31,Female,21146,11.1,7,100.0,No
CUST_002827,26,Male,20000,3.2,2,46.2,Yes
CUST_002828,31,Male,20000,7.1,1,54.4,Yes
CUST_002829,25,Female,20000,5.5,2,26.8,Yes
CUST_002830,34,Female,20000,5.2,2,61.7,Yes
CUST_002831,31,Female,20000,1.1,2,25.4,Yes
CUST_002832,35,Male,28132,3.1,4,61.0,Yes
CUST_002833,33,Female,24226,7.7,5,56.4,Yes
CUST_002834,41,Male,36223,6.7,2,18.5,No
CUST_002835,34,Female,20000,2.1,3,97.6,No
CUST_002836,38,Male,32153,7.3,8,100.0,No
CUST_002837,38,Female,23883,8.6,4,14.2,Yes
CUST_002838,37,Male,31756,5.2,1,61.1,No
CUST_002839,38,Female,22881,12.7,8,100.0,No
CUST_002840,31,Female,54120,3.4,1,85.7,No
CUST_002841,51,Male,20000,6.8,4,100.0,Yes
CUST_002842,37,Male,32224,2.9,3,75.2,Yes
CUST_002843,22,Female,31096,0.7,1,69.8,Yes
CUST_002844,26,Male,20000,1.6,2,86.0,Yes
CUST_002845,37,Female,58696,7.4,7,100.0,No
CUST_002846,32,Female,22719,4.1,3,61.2,Yes
CUST_002847,34,Female,21522,5.5,3,100.0,Yes
CUST_002848,21,Female,24133,1.4,1,48.7,Yes
CUST_002849,38,Male,37075,2.4,4,99.1,No
CUST_002850,22,Female,21649,1.1,3,80.3,Yes
CUST_002851,50,Female,27796,8.6,5,88.0,No
CUST_002852,28,Female,32817,7.5,2,40.9,No
CUST_002853,36,Female,37899,8.8,3,71.4,No
CUST_002854,26,Male,25020,2.9,1,65.5,Yes
CUST_002855,19,Male,20000,0.5,1,32.9,Yes
CUST_002856,25,Female,20000,3.4,2,73.0,Yes
CUST_002857,31,Female,38264,6.5,4,32.5,No
CUST_002858,21,Male,20000,1.1,1,69.0,Yes
CUST_002859,59,Female,21064,3.9,1,92.3,Yes
CUST_002860,34,Female,28544,6.4,1,89.5,No
CUST_002861,27,Female,25022,8.0,5,74.4,Yes
CUST_002862,45,Female,22713,8.9,5,92.1,No
CUST_002863,31,Male,32264,4.9,2,25.2,Yes
CUST_002864,40,Female,20000,9.7,5,52.2,Yes
CUST_002865,24,Male,20000,0.6,1,68.6,Yes
CUST_002866,45,Female,53693,5.5,8,100.0,No
CUST_002867,26,Female,20000,4.7,3,100.0,Yes
CUST_002868,33,Male,20000,9.7,2,85.0,No
CUST_002869,33,Male,20000,4.2,3,35.8,Yes
CUST_002870,48,Male,25609,2.2,2,100.0,No
CUST_002871,36,Female,20000,7.5,2,60.8,Yes
CUST_002872,37,Male,21024,5.9,3,100.0,No
CUST_002873,43,Female,20000,8.6,3,100.0,Yes
CUST_002874,25,Female,29899,3.5,3,100.0,No
CUST_002875,31,Male,20000,6.9,2,100.0,No
CUST_002876,45,Male,25617,7.0,6,68.4,No
CUST_002877,39,Male,26987,7.1,5,96.6,No
CUST_002878,31,Male,30773,1.4,1,67.3,Yes
CUST_002879,42,Female,27639,3.3,3,66.8,Yes
CUST_002880,28,Female,20000,4.6,4,100.0,No
CUST_002881,28,Male,20000,2.8,2,80.0,Yes
CUST_002882,27,Female,20000,6.3,4,100.0,Yes
